Feature_1,Feature_2,Feature_3,Algorithm
0.12237724262636496,-1.720610277675093,-1.3540750667116748,Genetic Algorithm
-0.6613234041938951,-1.3756828059654485,-0.22156942458902718,Genetic Algorithm
-0.7291523813214251,-1.6439909420714192,-0.7433905365592746,Genetic Algorithm
